Gene	TUSON_p_value_TSG	TUSON_q_value_TSG	TSG_Probability_LASSO	Chromosome	TSG_Score	TSG_Rank	TUSON_p_value_OG	TUSON_q_value_OG	OG_Probability_LASSO	Chromosome	OG_Score	OG_Rank
CYP11B2	1	1	0.007941993	8	0	18191	0.614137684	0.996579628	0.706374326	8	0.001487995	10371
TGIF2	1	1	0.007939785	20	0	18192	0.982548553	0.996579628	0.729806165	20	0.001487995	10298
LAMB3	1	1	0.007932112	1	0	18193	0.605504937	0.996579628	0.747600498	1	0.001487995	10262
NOP14	1	1	0.007923507	4	0	18194	0.148621792	0.733643353	0.640449216	4	0.134515013	3605
VPS72	1	1	0.007919924	1	0	18195	0.981997111	0.996579628	0.718372907	1	0.001487995	10336
LHX9	1	1	0.007902618	1	0	18196	0.07961062	0.63590749	0.81686731	1	0.19660606	2200
GABBR2	1	1	0.007898113	9	0	18197	0.066769958	0.612166666	0.583628115	9	0.213130323	1923
ALDH3B2	1	1	0.007888375	11	0	18198	0.161164413	0.74181056	0.713416572	11	0.129706989	3774
LMNA	1	1	0.00785973	1	0	18199	0.069432053	0.614390326	0.841456023	1	0.211555631	1972
PPAT	1	1	0.007857676	4	0	18200	0.535282552	0.973283635	0.63366291	4	0.011760579	9939
ZNF536	1	1	0.007846021	19	0	18201	0.285885516	0.832390399	0.755719059	19	0.079672938	6089
PADI3	1	1	0.007821597	1	0	18202	0.587213084	0.996579628	0.564822694	1	0.001487995	11841
CPPED1	1	1	0.007816422	16	0	18203	0.150968123	0.737623219	0.710290214	16	0.132165421	3642
AGAP2	1	1	0.00780133	12	0	18204	0.041436559	0.536554449	0.759580245	12	0.2703862	1336
H3F3A	1	1	0.007792899	1	0	18205	0.087120356	0.646581311	0.790891735	1	0.189376853	2376
ADORA1	1	1	0.007787537	1	0	18206	0.660353372	0.996579628	0.721345765	1	0.001487995	10327
PGLYRP4	1	1	0.007779447	1	0	18207	0.58597435	0.996579628	0.661742628	1	0.001487995	10615
NUDCD1	1	1	0.007773414	8	0	18208	0.908264586	0.996579628	0.7957272	8	0.001487995	10200
TFRC	1	1	0.007771133	3	0	18209	0.991716185	0.996579628	0.68706701	3	0.001487995	10464
HNF4G	1	1	0.0077663	8	0	18210	0.623721194	0.996579628	0.729995119	8	0.001487995	10297
RIT1	1	1	0.007765244	1	0	18211	0.000145554	0.028923489	0.874623889	1	1.53874932	73
TAS2R19	1	1	0.007760253	12	0	18212	0.136269189	0.71708715	0.750471468	12	0.14442806	3367
SLC27A1	1	1	0.007758224	19	0	18213	0.358185605	0.879283889	0.687220689	19	0.055870884	7354
ENPP2	1	1	0.007739109	8	0	18214	0.053358298	0.57930808	0.808498608	8	0.237090414	1609
GEMIN5	1	1	0.007695594	5	0	18215	0.37537318	0.890700664	0.690046442	5	0.050268224	7614
RGL1	1	1	0.007676488	1	0	18216	0.320088581	0.856989076	0.655846618	1	0.067024714	6637
CPNE5	1	1	0.007665629	6	0	18217	0.979643697	0.996579628	0.628863268	6	0.001487995	10855
BGN	1	1	0.007663524	X	0	18218	0.338346469	0.86337043	0.700129379	X	0.06380283	6953
URB2	1	1	0.00766248	1	0	18219	0.296201359	0.83906336	0.730167554	1	0.076205243	6354
GIMAP4	1	1	0.007657113	7	0	18220	0.43548713	0.916146425	0.679782258	7	0.038035109	8607
IL3	1	1	0.007632518	5	0	18221	0.055272723	0.585337195	0.749329723	5	0.232593878	1641
PHACTR3	1	1	0.007627334	20	0	18222	0.162026513	0.74181056	0.828251856	20	0.129706989	3760
POU4F3	1	1	0.007620049	5	0	18223	0.011783768	0.356451021	0.714525855	5	0.448000137	550
GUCY2C	1	1	0.00761685	12	0	18224	0.541646477	0.980464633	0.626915341	12	0.008568067	10026
PKP1	1	1	0.007593729	1	0	18225	0.147953757	0.731118577	0.776120352	1	0.136012181	3601
ANGPT1	1	1	0.007589021	8	0	18226	0.049780247	0.569959309	0.807458024	8	0.244156149	1521
KRT75	1	1	0.007577943	12	0	18227	0.960990073	0.996579628	0.598366602	12	0.001487995	11216
AHCY	1	1	0.007555971	20	0	18228	0.618055764	0.996579628	0.643748094	20	0.001487995	10732
HYAL4	1	1	0.007554701	7	0	18229	0.167875419	0.748387817	0.660459703	7	0.125873291	4002
SDF4	1	1	0.007549114	1	0	18230	0.991716185	0.996579628	0.623831689	1	0.001487995	10911
PUS7L	1	1	0.007547937	12	0	18231	0.663968003	0.996579628	0.59467083	12	0.001487995	11272
MAN2A2	1	1	0.007525671	15	0	18232	0.094448224	0.655933221	0.676679704	15	0.183140373	2529
FFAR1	1	1	0.007523606	19	0	18233	0.432989599	0.915000308	0.729360557	19	0.03857876	8508
SIPA1L1	1	1	0.007517032	14	0	18234	0.008271325	0.313276559	0.6576798	14	0.5040721	438
DLG5	1	1	0.00751595	10	0	18235	0.106155665	0.67135038	0.68591213	10	0.173050761	2800
FUK	1	1	0.007503844	16	0	18236	0.60055836	0.996579628	0.572080918	16	0.001487995	11719
HIST3H2BB	1	1	0.007497313	1	0	18237	0.330635674	0.862417853	0.803195838	1	0.064282262	6909
SELENBP1	1	1	0.007483153	1	0	18238	0.972105839	0.996579628	0.782216336	1	0.001487995	10213
ATF7IP2	1	1	0.007482696	16	0	18239	0.710115369	0.996579628	0.647078419	16	0.001487995	10703
ANKRD27	1	1	0.007475144	19	0	18240	0.62059122	0.996579628	0.702445121	19	0.001487995	10384
ZNF354C	1	1	0.007472702	5	0	18241	0.425913703	0.912342592	0.624818736	5	0.03984205	8186
BCAS1	1	1	0.007472361	20	0	18242	0.134189629	0.713216991	0.789290875	20	0.146778319	3255
KCNV1	1	1	0.007469939	8	0	18243	0.022930276	0.449361582	0.85273763	8	0.34740406	868
KIF4B	1	1	0.007454111	5	0	18244	0.312021168	0.853480136	0.636090302	5	0.068806582	6576
PRPF3	1	1	0.007449204	1	0	18245	0.157541949	0.74181056	0.801825831	1	0.129706989	3761
FCRL3	1	1	0.007446172	1	0	18246	0.425139168	0.912342592	0.747771762	1	0.03984205	8150
FGF10	1	1	0.007416925	5	0	18247	0.991716185	0.996579628	0.748305437	5	0.001487995	10261
CFH	1	1	0.00741245	1	0	18248	0.11616876	0.691080778	0.737032068	1	0.160471187	2978
GPAA1	1	1	0.007412055	8	0	18249	0.35922954	0.880896588	0.75500404	8	0.055075072	7363
NRIP2	1	1	0.007396264	12	0	18250	0.991716185	0.996579628	0.737855539	12	0.001487995	10282
ZNF385A	1	1	0.007395987	12	0	18251	0.136224283	0.71708715	0.716663113	12	0.14442806	3370
FAM110B	1	1	0.007351777	8	0	18252	0.389180189	0.896384179	0.786550189	8	0.047505817	7765
KCND1	1	1	0.007341776	X	0	18253	0.518660639	0.961314225	0.573640411	X	0.017134631	9778
HIST1H4C	1	1	0.00733904	6	0	18254	0.207133995	0.781154026	0.799906455	6	0.107263325	4750
OR6B1	1	1	0.007335262	7	0	18255	0.557195145	0.994104952	0.606433347	7	0.002567763	10168
FAM217B	1	1	0.007334233	20	0	18256	0.27381776	0.827751795	0.661663749	20	0.082099869	5944
GRINA	1	1	0.007331164	8	0	18257	0.92083391	0.996579628	0.728074145	8	0.001487995	10308
BTNL9	1	1	0.007325477	5	0	18258	0.357231917	0.878428083	0.579860365	5	0.056293788	7287
OR6N1	1	1	0.007324391	1	0	18259	0.299774239	0.843931125	0.740783815	1	0.073692996	6396
SLC44A2	1	1	0.007289916	19	0	18260	0.991716185	0.996579628	0.593551303	19	0.001487995	11291
RNF130	1	1	0.007281548	5	0	18261	0.971521479	0.996579628	0.665679701	5	0.001487995	10591
PRKD1	1	1	0.007279914	14	0	18262	0.253775075	0.810470596	0.666734743	14	0.091262737	5620
CLCN7	1	1	0.007268685	16	0	18263	0.457068157	0.925412288	0.639087306	16	0.033664738	8947
HPN	1	1	0.007261472	19	0	18264	0.312997223	0.854242602	0.636569549	19	0.068418774	6597
SCGN	1	1	0.007260767	6	0	18265	0.520969995	0.961314225	0.634905359	6	0.017134631	9764
IVL	1	1	0.007229937	1	0	18266	0.515622456	0.959963306	0.739480237	1	0.017745367	9710
LANCL2	1	1	0.007200502	7	0	18267	0.039890984	0.529948412	0.786383101	7	0.275766405	1287
ZNF445	1	1	0.007194455	3	0	18268	0.287865147	0.832544672	0.588594823	3	0.079592454	6207
ZBTB46	1	1	0.007190036	20	0	18269	0.201309307	0.777737285	0.858178212	20	0.10916708	4620
ZNF652	1	1	0.00718783	17	0	18270	0.076134659	0.626995454	0.770722879	17	0.202735608	2121
ZP2	1	1	0.007174624	16	0	18271	0.76962915	0.996579628	0.556024046	16	0.001487995	12021
METTL13	1	1	0.007148502	1	0	18272	0.504040314	0.950503037	0.653788061	1	0.022046491	9618
ALDH1A3	1	1	0.007145205	15	0	18273	0.280876002	0.831515852	0.689027739	15	0.080129467	6077
IQCJ	1	1	0.00713111	3	0	18274	0.991716185	0.996579628	0.637915365	3	0.001487995	10774
PCDHB8	1	1	0.007125188	5	0	18275	0.183600869	0.765117032	0.729539147	5	0.11627213	4172
MAGEC2	1	1	0.007120839	X	0	18276	0.483028966	0.945061072	0.658598048	X	0.024540125	9254
C1orf65	1	1	0.007120461	1	0	18277	0.446151583	0.924658479	0.702432142	1	0.034018644	8686
OR4D2	1	1	0.007115057	17	0	18278	0.223543939	0.790829021	0.759151513	17	0.101917402	5064
DTX3L	1	1	0.007108942	3	0	18279	0.681178129	0.996579628	0.676985961	3	0.001487995	10528
LMLN	1	1	0.007101141	3	0	18280	0.031369646	0.504263018	0.827803182	3	0.297342881	1068
MAGEB6	1	1	0.007091553	X	0	18281	0.166293286	0.747058566	0.611247731	X	0.12664535	3974
ZNF669	1	1	0.007091132	1	0	18282	0.92719238	0.996579628	0.679421758	1	0.001487995	10510
DBF4B	1	1	0.0070869	17	0	18283	0.057734609	0.590730971	0.645241093	17	0.228610259	1707
GPRC5B	1	1	0.007079438	16	0	18284	0.403770462	0.907709833	0.667112497	16	0.04205296	8001
AKAP17A	1	1	0.007077364	X	0	18285	0.034023735	0.513281389	0.747103652	X	0.289644482	1120
SHH	1	1	0.007070155	7	0	18286	0.928606113	0.996579628	0.85241938	7	0.001487995	10183
FOXD4L1	1	1	0.007055667	2	0	18287	0.672375129	0.996579628	0.615434784	2	0.001487995	11005
FKBP4	1	1	0.00705563	12	0	18288	0.989239589	0.996579628	0.618235533	12	0.001487995	10975
MMP20	1	1	0.007055119	11	0	18289	0.122409792	0.700745967	0.665618496	11	0.154439393	3092
HTR2A	1	1	0.007044638	13	0	18290	0.127045455	0.70679257	0.704743658	13	0.150708025	3187
XAB2	1	1	0.007025036	19	0	18291	0.191308883	0.769288936	0.611547341	19	0.113910514	4459
STK36	1	1	0.007021847	2	0	18292	0.183119194	0.765117032	0.583097584	2	0.11627213	4210
TMEM74	1	1	0.007021019	8	0	18293	0.0835418	0.641116388	0.856644764	8	0.193063122	2296
PLCG1	1	1	0.007007517	20	0	18294	0.018429919	0.414762005	0.770137459	20	0.382201035	749
LSAMP	1	1	0.006984165	3	0	18295	0.102327187	0.668124583	0.784981335	3	0.175142549	2709
CCDC40	1	1	0.006958564	17	0	18296	0.477195896	0.939652344	0.668480025	17	0.027032799	9191
LCE1B	1	1	0.006957755	1	0	18297	0.206344621	0.780588049	0.701417162	1	0.107578102	4720
MCM4	1	1	0.006941251	8	0	18298	0.379937653	0.89392309	0.722452467	8	0.048699845	7679
EFHB	1	1	0.006930832	3	0	18299	0.078481309	0.633092997	0.660414155	3	0.19853249	2167
ANAPC1	1	1	0.006927703	2	0	18300	0.0090987	0.323329347	0.810126143	2	0.490354875	463
FRMPD4	1	1	0.006925493	X	0	18301	0.767309854	0.996579628	0.562921373	X	0.001487995	11876
ZNF324	1	1	0.006911318	19	0	18302	0.638725671	0.996579628	0.560112506	19	0.001487995	11936
MAP3K10	1	1	0.006910629	19	0	18303	0.21867614	0.786708687	0.701316847	19	0.104186054	4984
ZNF792	1	1	0.006894224	19	0	18304	0.629746987	0.996579628	0.690601265	19	0.001487995	10438
KRTAP13-1	1	1	0.006888279	21	0	18305	0.114870387	0.687828422	0.623427362	21	0.162519883	2962
ZNF182	1	1	0.006888047	X	0	18306	0.312060296	0.853480136	0.713395724	X	0.068806582	6574
MYOM1	1	1	0.00688556	18	0	18307	0.53205781	0.972532325	0.656820239	18	0.012095955	9927
KIF3C	1	1	0.006876086	2	0	18308	0.368116764	0.885605899	0.587452111	2	0.052759499	7500
RPL10	1	1	0.006856818	X	0	18309	0.402606151	0.907709833	0.737888212	X	0.04205296	7990
KCNMB1	1	1	0.006854428	5	0	18310	0.54676208	0.986093357	0.696201246	5	0.006081967	10063
CANT1	1	1	0.006849257	17	0	18311	0.978071422	0.996579628	0.643975211	17	0.001487995	10730
ZNF622	1	1	0.006848973	5	0	18312	0.707815758	0.996579628	0.680870138	5	0.001487995	10503
PCDHGA7	1	1	0.00683993	5	0	18313	0.272114465	0.827366962	0.714066379	5	0.082301825	5919
SCFD2	1	1	0.006834226	4	0	18314	0.053085902	0.577850567	0.703590268	4	0.238184456	1596
CCDC151	1	1	0.006829814	19	0	18315	0.15047109	0.737023086	0.688218713	19	0.132518908	3630
OTOP2	1	1	0.006787779	17	0	18316	0.03212541	0.507921768	0.735335845	17	0.294203174	1082
CHRM2	1	1	0.006767501	7	0	18317	0.037213106	0.520164966	0.742502379	7	0.283858902	1234
SLC45A4	1	1	0.006750725	8	0	18318	0.736716427	0.996579628	0.771002268	8	0.001487995	10227
SLC2A14	1	1	0.006743968	12	0	18319	0.446151583	0.924658479	0.696140435	12	0.034018644	8688
ABCA2	1	1	0.006737989	9	0	18320	0.437428586	0.917750034	0.584219377	9	0.037275591	8631
TMEM104	1	1	0.006727874	17	0	18321	0.400842085	0.907572008	0.727573503	17	0.042118907	7985
THPO	1	1	0.006710671	3	0	18322	0.197377336	0.774214878	0.790054505	3	0.111138487	4520
DHRS4	1	1	0.006709289	14	0	18323	0.227633214	0.794462035	0.841569625	14	0.099926852	5137
CD209	1	1	0.006689133	19	0	18324	0.556090684	0.993611812	0.638837485	19	0.002783254	10159
FAM127C	1	1	0.006689019	X	0	18325	0.494335534	0.947340727	0.629251653	X	0.023493792	9313
ISX	1	1	0.006683518	22	0	18326	0.1945282	0.772775894	0.862599505	22	0.111946434	4504
GHR	1	1	0.006665346	5	0	18327	0.945105488	0.996579628	0.663187155	5	0.001487995	10605
L1CAM	1	1	0.006662376	X	0	18328	0.453607364	0.924658479	0.736061515	X	0.034018644	8681
S100A8	1	1	0.006633939	1	0	18329	0.014366828	0.376378653	0.888936405	1	0.424375016	640
ASZ1	1	1	0.006632994	7	0	18330	0.165009496	0.744137471	0.708345889	7	0.128346826	3943
PSPH	1	1	0.006615477	7	0	18331	0.001250194	0.121626936	0.877170326	7	0.914970234	157
ZBTB7B	1	1	0.00659595	1	0	18332	0.14380748	0.725305254	0.763483126	1	0.139479177	3502
HIST2H2AC	1	1	0.006571955	1	0	18333	0.07475437	0.623486024	0.71908636	1	0.205173277	2089
VWA5B2	1	1	0.006563531	3	0	18334	0.991716185	0.996579628	0.694363222	3	0.001487995	10419
GRIN3A	1	1	0.006562536	9	0	18335	0.338252691	0.86337043	0.591339449	9	0.06380283	6972
NFATC2	1	1	0.006552564	20	0	18336	0.128869793	0.708979802	0.801142988	20	0.149366137	3223
CYTH1	1	1	0.006520669	17	0	18337	0.398555767	0.905011326	0.677913051	17	0.043345986	7958
SLC7A14	1	1	0.006513528	3	0	18338	0.089718044	0.650754324	0.87951945	3	0.186582937	2431
CCT2	1	1	0.006498164	12	0	18339	0.024525953	0.46042239	0.779316506	12	0.336843565	909
NEK2	1	1	0.006491735	1	0	18340	0.036704055	0.518376208	0.760919473	1	0.28535494	1221
STYK1	1	1	0.006483059	12	0	18341	0.660353372	0.996579628	0.585492017	12	0.001487995	11459
PIWIL4	1	1	0.006476355	11	0	18342	0.68500125	0.996579628	0.671861901	11	0.001487995	10553
ZNF707	1	1	0.00647547	8	0	18343	0.504374836	0.95072377	0.83169941	8	0.021945648	9623
C20orf26	1	1	0.006447233	20	0	18344	0.154706914	0.739852425	0.668603775	20	0.130854898	3719
PLS1	1	1	0.006429576	3	0	18345	0.294422858	0.836938757	0.752022142	3	0.07730632	6335
SPTLC3	1	1	0.006417817	20	0	18346	0.273015202	0.827366962	0.748590419	20	0.082301825	5918
OR2T8	1	1	0.006401042	1	0	18347	0.378882306	0.892792782	0.646492899	1	0.04924933	7662
SLAMF6	1	1	0.006382162	1	0	18348	0.448832909	0.924658479	0.738698465	1	0.034018644	8680
GPR149	1	1	0.006379103	3	0	18349	0.804383663	0.996579628	0.691796914	3	0.001487995	10432
FAM98C	1	1	0.006377743	19	0	18350	0.161667625	0.74181056	0.839295563	19	0.129706989	3759
R3HDM2	1	1	0.006377144	12	0	18351	0.992210978	0.996579628	0.570442554	12	0.001487995	11749
LAMA5	1	1	0.006372047	20	0	18352	0.987828337	0.996579628	0.701426381	20	0.001487995	10388
EEF1D	1	1	0.006369354	8	0	18353	0.973675333	0.996579628	0.753183051	8	0.001487995	10252
NAPRT1	1	1	0.006365853	8	0	18354	0.954551699	0.996579628	0.741211301	8	0.001487995	10276
ZFP41	1	1	0.00636084	8	0	18355	0.418882893	0.912342592	0.713099487	8	0.03984205	8157
KCNJ4	1	1	0.006360359	22	0	18356	0.257996962	0.813884604	0.623650857	22	0.089437167	5702
OR2M3	1	1	0.006355663	1	0	18357	0.326956418	0.860841677	0.783376024	1	0.065076715	6846
TTC26	1	1	0.006352502	7	0	18358	0.511783158	0.957779541	0.664473543	7	0.018734444	9696
HAUS7	1	1	0.006318983	X	0	18359	0.685125448	0.996579628	0.689460215	X	0.001487995	10451
MFSD1	1	1	0.006310676	3	0	18360	0.278863298	0.829999611	0.684043184	3	0.080922111	6011
NPAP1	1	1	0.006284298	15	0	18361	0.446151583	0.924658479	0.579521843	15	0.034018644	8737
ACRC	1	1	0.006221802	X	0	18362	0.038565312	0.525811289	0.641867514	X	0.279170094	1263
BASP1	1	1	0.00621079	5	0	18363	0.216423792	0.783797169	0.821012427	5	0.105796309	4880
ZNF266	1	1	0.006200654	19	0	18364	0.016729952	0.399161208	0.79320005	19	0.398851672	698
GH1	1	1	0.006189748	17	0	18365	0.212067517	0.783504121	0.746456612	17	0.105958715	4808
ST14	1	1	0.006187218	11	0	18366	0.486815167	0.947340727	0.629874024	11	0.023493792	9312
C6orf118	1	1	0.006186259	6	0	18367	0.346685703	0.871697	0.573726108	6	0.059634449	7179
SLFNL1	1	1	0.006183646	1	0	18368	0.487783755	0.947340727	0.719080813	1	0.023493792	9279
EGFR	1	1	0.006172712	7	0	18369	1.61E-19	2.14E-16	0.960101702	7	15.66958623	10
IRX2	1	1	0.006143863	5	0	18370	0.991716185	0.996579628	0.670866291	5	0.001487995	10562
PFKFB2	1	1	0.006137921	1	0	18371	0.211976352	0.783504121	0.720529493	1	0.105958715	4810
SLC35F3	1	1	0.006134238	1	0	18372	0.340090725	0.863740116	0.742320431	1	0.063616909	7094
KEL	1	1	0.006127582	7	0	18373	0.087238822	0.646581311	0.745840035	7	0.189376853	2378
GAB2	1	1	0.006120284	11	0	18374	0.439925579	0.920095163	0.728094627	11	0.036167252	8658
KIAA1377	1	1	0.006113736	11	0	18375	0.192159116	0.769288936	0.669652036	11	0.113910514	4455
ZNF845	1	1	0.006111205	19	0	18376	0.010010878	0.333907173	0.754701563	19	0.476374251	492
PCYT1A	1	1	0.006110957	3	0	18377	0.984219534	0.996579628	0.770780159	3	0.001487995	10228
ABCG4	1	1	0.006096586	11	0	18378	0.281017556	0.831578227	0.586065044	11	0.08009689	6081
PTPN6	1	1	0.00607561	12	0	18379	0.638512581	0.996579628	0.702802837	12	0.001487995	10383
MASP1	1	1	0.006073319	3	0	18380	0.324877476	0.858693415	0.82099561	3	0.066161868	6820
THEG	1	1	0.006073159	19	0	18381	0.322764503	0.856989076	0.609868853	19	0.067024714	6656
VOPP1	1	1	0.006052303	7	0	18382	0.049343432	0.568451785	0.90152982	7	0.245306365	1505
CYP11B1	1	1	0.006050329	8	0	18383	0.090357967	0.651803809	0.780216736	8	0.185883106	2435
HTR2C	1	1	0.006041328	X	0	18384	0.037232216	0.520164966	0.655423591	X	0.283858902	1235
FCGR3B	1	1	0.00604098	1	0	18385	0.255740637	0.812841321	0.755247434	1	0.089994227	5656
OR8J3	1	1	0.006040032	11	0	18386	0.221245334	0.788822598	0.594808234	11	0.103020656	5030
DHCR7	1	1	0.006028303	11	0	18387	0.024958149	0.464703314	0.81082778	11	0.33282423	917
TRPC4AP	1	1	0.006015601	20	0	18388	0.928835155	0.996579628	0.741415784	20	0.001487995	10275
CPQ	1	1	0.006006545	8	0	18389	0.174014907	0.756891692	0.843513333	8	0.120966262	4085
IPO9	1	1	0.005994259	1	0	18390	0.190518972	0.768493807	0.778317097	1	0.114359628	4370
DUSP21	1	1	0.005974846	X	0	18391	0.24103405	0.802222535	0.736097861	X	0.095705143	5389
CACNA1S	1	1	0.005960719	1	0	18392	0.179898062	0.765117032	0.761893047	1	0.11627213	4168
GFAP	1	1	0.005957191	17	0	18393	0.046242161	0.555113966	0.674909178	17	0.255617846	1449
MEOX2	1	1	0.00595706	7	0	18394	0.979733166	0.996579628	0.720668521	7	0.001487995	10328
OR4N2	1	1	0.005955649	14	0	18395	0.285730754	0.832390399	0.630857034	14	0.079672938	6104
BMP6	1	1	0.005941476	6	0	18396	0.14625067	0.728009189	0.77250059	6	0.137863139	3554
TP53INP1	1	1	0.005935477	8	0	18397	0.995160565	0.996579628	0.686100074	8	0.001487995	10467
PSMD3	1	1	0.005930336	17	0	18398	0.28303094	0.832390399	0.820060304	17	0.079672938	6085
GPT	1	1	0.005923837	8	0	18399	0.986982282	0.996579628	0.707153861	8	0.001487995	10366
ZNF611	1	1	0.005922046	19	0	18400	0.239035372	0.801151186	0.63101408	19	0.09628552	5336
HARS	1	1	0.005912982	5	0	18401	0.166767884	0.747058566	0.664998887	5	0.12664535	3973
PIGM	1	1	0.005888611	1	0	18402	0.233513678	0.800713902	0.769336753	1	0.096522631	5216
KRT31	1	1	0.005844958	17	0	18403	0.578294651	0.996579628	0.607783067	17	0.001487995	11082
CATSPER1	1	1	0.005841527	11	0	18404	0.414272866	0.912342592	0.669351099	11	0.03984205	8170
TSC22D2	1	1	0.005833351	3	0	18405	0.022827161	0.448713055	0.774595168	3	0.348031295	860
OPN1LW	1	1	0.005825091	X	0	18406	0.035501114	0.515248876	0.77328096	X	0.287982947	1185
TMEM147	1	1	0.005821441	19	0	18407	0.180386592	0.765117032	0.86705136	19	0.11627213	4162
RIMS3	1	1	0.005820429	1	0	18408	0.015623721	0.390676692	0.782110079	1	0.408182498	671
ZNF786	1	1	0.00579845	7	0	18409	0.764933769	0.996579628	0.644641106	7	0.001487995	10722
CACNG5	1	1	0.005795121	17	0	18410	0.20575766	0.780588049	0.757605676	17	0.107578102	4716
TAS2R16	1	1	0.005789558	7	0	18411	0.242582322	0.802265437	0.621545458	7	0.095681918	5428
IL7R	1	1	0.005764634	5	0	18412	0.395399921	0.901994588	0.735804574	5	0.044796068	7924
CXCR2	1	1	0.005762736	2	0	18413	0.033053482	0.511945259	0.67930174	2	0.290776475	1109
TGM2	1	1	0.005755711	20	0	18414	0.093762883	0.655871228	0.66628687	20	0.18318142	2510
THAP5	1	1	0.005751144	7	0	18415	0.126219403	0.704849162	0.759025632	7	0.151903812	3156
ZNRF4	1	1	0.00573308	19	0	18416	0.432796205	0.915000308	0.622043204	19	0.03857876	8517
CYP1A2	1	1	0.005726797	15	0	18417	0.111174926	0.680916989	0.711310952	15	0.16690583	2889
SLC5A11	1	1	0.005709242	16	0	18418	0.161776699	0.74181056	0.641888535	16	0.129706989	3792
PCDHGA1	1	1	0.005663214	5	0	18419	0.34841442	0.873444229	0.692848036	5	0.05876482	7201
ADCK2	1	1	0.005655825	7	0	18420	0.992442301	0.996579628	0.67992213	7	0.001487995	10508
OR10A7	1	1	0.005653868	12	0	18421	0.993625374	0.996579628	0.702045231	12	0.001487995	10387
PYDC2	1	1	0.00563846	3	0	18422	0.991716185	0.996579628	0.66402747	3	0.001487995	10597
CLDN12	1	1	0.005601656	7	0	18423	0.051648014	0.573883999	0.791805417	7	0.241175884	1569
ZNF251	1	1	0.005576914	8	0	18424	0.991716185	0.996579628	0.703062548	8	0.001487995	10380
GEM	1	1	0.005576683	8	0	18425	0.17614375	0.760250187	0.852439025	8	0.119043464	4133
CTSE	1	1	0.005569394	1	0	18426	0.627937522	0.996579628	0.785869877	1	0.001487995	10210
PCDHA8	1	1	0.005563238	5	0	18427	0.296201359	0.83906336	0.67902899	5	0.076205243	6355
SMYD1	1	1	0.005560519	2	0	18428	0.442293643	0.923781298	0.600640745	2	0.034430834	8671
TMEM176B	1	1	0.005549358	7	0	18429	0.28618294	0.832390399	0.658161265	7	0.079672938	6099
MPP1	1	1	0.005540794	X	0	18430	0.505504744	0.951586242	0.613817189	X	0.021551846	9637
HAVCR2	1	1	0.005532679	5	0	18431	0.28618294	0.832390399	0.680617482	5	0.079672938	6096
KIAA1614	1	1	0.005527789	1	0	18432	0.434181902	0.915000308	0.718573498	1	0.03857876	8509
LCE1C	1	1	0.005527605	1	0	18433	0.237483539	0.800713902	0.83654849	1	0.096522631	5213
FGD5	1	1	0.005473045	3	0	18434	0.258399474	0.814417405	0.607783449	3	0.089152954	5706
DUSP27	1	1	0.005469135	1	0	18435	0.322455633	0.856989076	0.728391106	1	0.067024714	6624
ALG3	1	1	0.005466376	3	0	18436	0.971521479	0.996579628	0.7544718	3	0.001487995	10245
